Sale,Area,Bed,Bath,Crime_Rate,Car_Commute_Percentage,Elemenatary_School,Middle_School,High_School,Total_School,Restaurant,Grocery,Nightlife,Median Household Income by Area,Median Age by Area,Total Population by Area,Occupied by Area,Vacant by Area,Work Commute Short by Area,Work Commute Average by Area,Work Commute Long by Area,Compare Median Sale Price
480000,Jamaica Plain,3.0,2.0,2,42,9,8,8,25,190,33,28,118262.14,35.7,42634,18367,724,12200.0,213035.0,142740.0,0
704000,Jamaica Plain,5.0,2.0,5,42,3,3,3,9,113,24,21,118262.14,35.7,42634,18367,724,12200.0,213035.0,142740.0,1
384000,Jamaica Plain,2.0,1.0,2,42,9,7,7,23,190,33,29,118262.14,35.7,42634,18367,724,12200.0,213035.0,142740.0,0
336000,Jamaica Plain,1.0,1.0,2,42,9,7,7,23,190,33,29,118262.14,35.7,42634,18367,724,12200.0,213035.0,142740.0,0
400000,Jamaica Plain,2.0,1.0,2,42,8,6,6,20,160,32,29,118262.14,35.7,42634,18367,724,12200.0,213035.0,142740.0,0
400000,Jamaica Plain,2.0,1.0,1,42,2,2,2,6,75,17,16,118262.14,35.7,42634,18367,724,12200.0,213035.0,142740.0,0
480000,Jamaica Plain,3.0,1.5,1,42,9,8,8,25,275,38,42,118262.14,35.7,42634,18367,724,12200.0,213035.0,142740.0,0
591200,Jamaica Plain,4.0,1.0,3,42,6,2,2,10,119,25,24,118262.14,35.7,42634,18367,724,12200.0,213035.0,142740.0,0
367200,Jamaica Plain,2.0,1.0,3,53,8,4,4,16,178,40,29,118262.14,35.7,42634,18367,724,12200.0,213035.0,142740.0,0
400000,Jamaica Plain,2.0,1.0,2,42,9,7,7,23,190,33,29,118262.14,35.7,42634,18367,724,12200.0,213035.0,142740.0,0
351200,Jamaica Plain,2.0,1.0,3,53,7,4,4,15,178,40,29,118262.14,35.7,42634,18367,724,12200.0,213035.0,142740.0,0
400000,Jamaica Plain,2.0,1.0,1,42,3,2,2,7,97,17,17,118262.14,35.7,42634,18367,724,12200.0,213035.0,142740.0,0
624000,Jamaica Plain,5.0,2.0,1,42,2,2,2,6,71,18,17,118262.14,35.7,42634,18367,724,12200.0,213035.0,142740.0,0
632000,Jamaica Plain,5.0,2.0,1,42,1,1,0,2,80,16,20,118262.14,35.7,42634,18367,724,12200.0,213035.0,142740.0,0
608000,Jamaica Plain,5.0,2.0,1,42,10,8,8,26,192,33,28,118262.14,35.7,42634,18367,724,12200.0,213035.0,142740.0,0
416000,Jamaica Plain,2.0,1.0,1,42,9,8,8,25,285,34,49,118262.14,35.7,42634,18367,724,12200.0,213035.0,142740.0,0
384000,Jamaica Plain,2.0,1.0,1,42,3,2,2,7,97,17,17,118262.14,35.7,42634,18367,724,12200.0,213035.0,142740.0,0
543200,Jamaica Plain,3.0,1.0,1,42,3,3,3,9,117,25,21,118262.14,35.7,42634,18367,724,12200.0,213035.0,142740.0,0
532000,Jamaica Plain,3.0,1.0,1,42,3,3,3,9,120,26,21,118262.14,35.7,42634,18367,724,12200.0,213035.0,142740.0,0
539200,Jamaica Plain,3.0,1.0,1,42,4,3,3,10,110,24,21,118262.14,35.7,42634,18367,724,12200.0,213035.0,142740.0,0
540000,Jamaica Plain,3.0,1.0,5,42,4,4,4,12,106,23,19,118262.14,35.7,42634,18367,724,12200.0,213035.0,142740.0,0
527200,Jamaica Plain,3.0,1.0,5,42,4,4,4,12,106,23,19,118262.14,35.7,42634,18367,724,12200.0,213035.0,142740.0,0
504000,Jamaica Plain,3.0,1.0,1,42,9,8,8,25,285,34,49,118262.14,35.7,42634,18367,724,12200.0,213035.0,142740.0,0
416000,Jamaica Plain,3.0,1.0,1,66,1,1,0,2,83,21,20,118262.14,35.7,42634,18367,724,12200.0,213035.0,142740.0,0
480000,Jamaica Plain,3.0,1.0,2,42,10,8,8,26,191,33,30,118262.14,35.7,42634,18367,724,12200.0,213035.0,142740.0,0
624000,Jamaica Plain,4.0,1.0,2,42,10,8,8,26,190,33,28,118262.14,35.7,42634,18367,724,12200.0,213035.0,142740.0,0
528000,Jamaica Plain,4.0,2.0,1,42,2,2,2,6,79,18,19,118262.14,35.7,42634,18367,724,12200.0,213035.0,142740.0,0
496000,Jamaica Plain,3.0,1.0,1,21,9,8,8,25,306,34,61,118262.14,35.7,42634,18367,724,12200.0,213035.0,142740.0,0
623200,Jamaica Plain,4.0,2.0,1,42,6,2,2,10,123,28,23,118262.14,35.7,42634,18367,724,12200.0,213035.0,142740.0,0
528000,Jamaica Plain,4.0,2.0,1,66,3,2,2,7,70,17,15,118262.14,35.7,42634,18367,724,12200.0,213035.0,142740.0,0
576000,Jamaica Plain,4.0,2.0,1,21,9,8,8,25,306,34,61,118262.14,35.7,42634,18367,724,12200.0,213035.0,142740.0,0
296000,Jamaica Plain,1.0,1.0,3,53,8,4,4,16,178,40,29,118262.14,35.7,42634,18367,724,12200.0,213035.0,142740.0,0
616000,Jamaica Plain,4.0,2.0,1,42,1,1,0,2,83,17,20,118262.14,35.7,42634,18367,724,12200.0,213035.0,142740.0,0
720000,Jamaica Plain,5.0,2.0,1,42,5,3,3,11,116,24,21,118262.14,35.7,42634,18367,724,12200.0,213035.0,142740.0,1
912000,Jamaica Plain,6.0,2.0,2,23,9,9,9,27,306,34,63,118262.14,35.7,42634,18367,724,12200.0,213035.0,142740.0,1
400000,Jamaica Plain,2.0,1.0,1,42,1,1,0,2,80,16,19,118262.14,35.7,42634,18367,724,12200.0,213035.0,142740.0,0
136000,Jamaica Plain,4.0,1.0,2,23,9,9,9,27,306,34,63,118262.14,35.7,42634,18367,724,12200.0,213035.0,142740.0,0
136000,Jamaica Plain,4.0,1.0,2,23,9,9,9,27,306,34,63,118262.14,35.7,42634,18367,724,12200.0,213035.0,142740.0,0
600000,Jamaica Plain,3.0,1.0,2,42,9,8,8,25,195,35,29,118262.14,35.7,42634,18367,724,12200.0,213035.0,142740.0,0
672000,Jamaica Plain,4.0,2.0,5,42,3,3,3,9,113,24,21,118262.14,35.7,42634,18367,724,12200.0,213035.0,142740.0,1
368000,Jamaica Plain,1.0,1.0,1,21,9,8,8,25,285,34,49,118262.14,35.7,42634,18367,724,12200.0,213035.0,142740.0,0
640000,Jamaica Plain,4.0,2.0,1,42,10,9,9,28,190,33,29,118262.14,35.7,42634,18367,724,12200.0,213035.0,142740.0,0
640000,Jamaica Plain,4.0,2.0,2,42,9,8,8,25,195,35,29,118262.14,35.7,42634,18367,724,12200.0,213035.0,142740.0,0
576000,Jamaica Plain,4.0,2.0,1,42,3,2,0,5,68,18,15,118262.14,35.7,42634,18367,724,12200.0,213035.0,142740.0,0
640000,Jamaica Plain,4.0,2.0,1,42,10,9,9,28,190,33,29,118262.14,35.7,42634,18367,724,12200.0,213035.0,142740.0,0
288000,Jamaica Plain,1.0,1.0,1,53,8,4,4,16,139,32,25,118262.14,35.7,42634,18367,724,12200.0,213035.0,142740.0,0
432000,Jamaica Plain,2.0,1.0,1,42,2,2,2,6,84,23,17,118262.14,35.7,42634,18367,724,12200.0,213035.0,142740.0,0
448000,Jamaica Plain,2.0,1.0,1,21,9,8,8,25,285,34,49,118262.14,35.7,42634,18367,724,12200.0,213035.0,142740.0,0
720000,Jamaica Plain,4.0,2.0,1,42,1,1,1,3,70,15,14,118262.14,35.7,42634,18367,724,12200.0,213035.0,142740.0,1
400000,Jamaica Plain,3.0,1.0,1,66,4,3,3,10,67,18,15,118262.14,35.7,42634,18367,724,12200.0,213035.0,142740.0,0
568000,Jamaica Plain,4.0,2.5,3,53,7,4,4,15,179,37,29,118262.14,35.7,42634,18367,724,12200.0,213035.0,142740.0,0
640000,Jamaica Plain,4.0,2.0,1,42,3,3,3,9,117,25,21,118262.14,35.7,42634,18367,724,12200.0,213035.0,142740.0,0
564000,Jamaica Plain,4.0,2.5,3,53,8,4,4,16,179,37,29,118262.14,35.7,42634,18367,724,12200.0,213035.0,142740.0,0
383200,Jamaica Plain,2.0,1.0,2,53,8,5,5,18,159,33,27,118262.14,35.7,42634,18367,724,12200.0,213035.0,142740.0,0
504000,Jamaica Plain,2.0,1.0,1,42,9,8,8,25,290,36,55,118262.14,35.7,42634,18367,724,12200.0,213035.0,142740.0,0
616000,Jamaica Plain,4.0,2.0,1,42,1,1,0,2,83,17,20,118262.14,35.7,42634,18367,724,12200.0,213035.0,142740.0,0
496000,Mattapan,4.0,1.0,4,59,7,5,0,12,67,15,5,72463.8,36.9,26345,9232,810,5920.0,114710.0,230945.0,0
360000,Mattapan,3.0,1.0,5,59,3,2,0,5,72,14,4,72463.8,36.9,26345,9232,810,5920.0,114710.0,230945.0,0
400000,Mattapan,3.0,1.0,5,59,3,2,0,5,72,14,4,72463.8,36.9,26345,9232,810,5920.0,114710.0,230945.0,0
512000,Mattapan,4.0,1.0,4,59,3,2,0,5,68,14,4,72463.8,36.9,26345,9232,810,5920.0,114710.0,230945.0,0
376000,Mattapan,2.0,1.0,2,59,8,6,6,20,75,20,9,72463.8,36.9,26345,9232,810,5920.0,114710.0,230945.0,0
128000,Mattapan,1.0,0.0,5,59,3,2,0,5,72,14,4,72463.8,36.9,26345,9232,810,5920.0,114710.0,230945.0,0
336000,Mattapan,1.0,1.0,1,59,2,1,1,4,61,14,13,72463.8,36.9,26345,9232,810,5920.0,114710.0,230945.0,0
432000,Mattapan,4.0,1.0,4,59,7,5,0,12,64,14,4,72463.8,36.9,26345,9232,810,5920.0,114710.0,230945.0,0
400000,Mattapan,4.0,1.0,4,59,3,2,0,5,68,14,4,72463.8,36.9,26345,9232,810,5920.0,114710.0,230945.0,0
400000,Mattapan,4.0,1.0,4,59,3,2,0,5,72,14,4,72463.8,36.9,26345,9232,810,5920.0,114710.0,230945.0,0
160000,Mattapan,3.0,1.0,4,59,3,2,0,5,69,14,4,72463.8,36.9,26345,9232,810,5920.0,114710.0,230945.0,0
368000,Mattapan,3.0,1.0,2,59,3,3,0,6,68,15,4,72463.8,36.9,26345,9232,810,5920.0,114710.0,230945.0,0
400000,Mattapan,3.0,1.0,5,59,3,2,0,5,69,15,5,72463.8,36.9,26345,9232,810,5920.0,114710.0,230945.0,0
440000,Mattapan,3.0,1.0,2,59,6,5,0,11,63,15,4,72463.8,36.9,26345,9232,810,5920.0,114710.0,230945.0,0
319200,Mattapan,2.0,2.0,3,59,3,2,0,5,68,14,4,72463.8,36.9,26345,9232,810,5920.0,114710.0,230945.0,0
400000,Mattapan,1.0,1.0,1,21,1,0,2,3,76,18,13,72463.8,36.9,26345,9232,810,5920.0,114710.0,230945.0,0
416000,Mattapan,2.0,2.0,1,59,2,1,0,3,74,14,7,72463.8,36.9,26345,9232,810,5920.0,114710.0,230945.0,0
272000,Mattapan,1.0,1.0,1,59,3,2,2,7,87,18,15,72463.8,36.9,26345,9232,810,5920.0,114710.0,230945.0,0
352000,Mattapan,2.0,1.0,1,54,4,4,4,12,88,19,15,72463.8,36.9,26345,9232,810,5920.0,114710.0,230945.0,0
416000,Mattapan,4.0,1.0,5,59,3,2,0,5,69,15,5,72463.8,36.9,26345,9232,810,5920.0,114710.0,230945.0,0
376000,Mattapan,4.0,1.0,3,54,1,1,0,2,75,14,5,72463.8,36.9,26345,9232,810,5920.0,114710.0,230945.0,0
336000,Mattapan,3.0,1.0,2,59,8,7,7,22,80,18,11,72463.8,36.9,26345,9232,810,5920.0,114710.0,230945.0,0
280000,Mattapan,3.0,1.0,2,59,2,1,1,4,61,13,11,72463.8,36.9,26345,9232,810,5920.0,114710.0,230945.0,0
360000,Mattapan,3.0,1.0,2,59,7,5,0,12,63,15,4,72463.8,36.9,26345,9232,810,5920.0,114710.0,230945.0,0
384000,Mattapan,3.0,1.0,2,54,6,4,4,14,90,20,13,72463.8,36.9,26345,9232,810,5920.0,114710.0,230945.0,0
368000,Mattapan,3.0,1.0,2,54,6,4,4,14,90,20,13,72463.8,36.9,26345,9232,810,5920.0,114710.0,230945.0,0
448000,Mattapan,4.0,1.0,3,59,8,6,6,20,62,15,4,72463.8,36.9,26345,9232,810,5920.0,114710.0,230945.0,0
288000,Mattapan,2.0,1.0,3,59,7,5,0,12,63,15,4,72463.8,36.9,26345,9232,810,5920.0,114710.0,230945.0,0
288000,Mattapan,2.0,1.0,1,59,4,3,3,10,54,11,5,72463.8,36.9,26345,9232,810,5920.0,114710.0,230945.0,0
368000,Mattapan,3.0,1.0,1,59,5,4,4,13,57,11,6,72463.8,36.9,26345,9232,810,5920.0,114710.0,230945.0,0
480000,Mattapan,4.0,1.0,1,59,5,4,4,13,61,12,8,72463.8,36.9,26345,9232,810,5920.0,114710.0,230945.0,0
496000,Mattapan,4.0,1.0,1,59,5,4,4,13,64,13,8,72463.8,36.9,26345,9232,810,5920.0,114710.0,230945.0,0
296000,Mattapan,2.0,1.0,3,59,6,4,0,10,61,15,4,72463.8,36.9,26345,9232,810,5920.0,114710.0,230945.0,0
296000,Mattapan,2.0,1.0,2,59,8,6,6,20,82,20,10,72463.8,36.9,26345,9232,810,5920.0,114710.0,230945.0,0
304000,Mattapan,2.0,1.0,1,59,6,3,3,12,59,16,1,72463.8,36.9,26345,9232,810,5920.0,114710.0,230945.0,0
416000,Mattapan,3.0,1.0,5,59,3,2,0,5,70,17,5,72463.8,36.9,26345,9232,810,5920.0,114710.0,230945.0,0
192000,Mattapan,3.0,2.0,1,59,1,0,3,4,78,18,15,72463.8,36.9,26345,9232,810,5920.0,114710.0,230945.0,0
512000,Mattapan,4.0,2.0,1,59,1,0,2,3,65,13,9,72463.8,36.9,26345,9232,810,5920.0,114710.0,230945.0,0
456000,Mattapan,4.0,1.0,4,54,3,2,0,5,75,16,4,72463.8,36.9,26345,9232,810,5920.0,114710.0,230945.0,0
640000,Mattapan,9.0,3.0,2,54,6,4,4,14,88,19,11,72463.8,36.9,26345,9232,810,5920.0,114710.0,230945.0,0
352000,Mattapan,2.0,1.0,3,59,6,5,0,11,71,18,5,72463.8,36.9,26345,9232,810,5920.0,114710.0,230945.0,0
400000,Mattapan,3.0,1.0,3,59,9,6,6,21,83,18,11,72463.8,36.9,26345,9232,810,5920.0,114710.0,230945.0,0
400000,Mattapan,3.0,1.0,3,59,9,6,6,21,83,18,11,72463.8,36.9,26345,9232,810,5920.0,114710.0,230945.0,0
368000,Mattapan,4.0,2.0,3,59,4,3,0,7,72,17,5,72463.8,36.9,26345,9232,810,5920.0,114710.0,230945.0,0
464000,Mattapan,3.0,1.0,2,54,6,4,4,14,92,21,15,72463.8,36.9,26345,9232,810,5920.0,114710.0,230945.0,0
392000,Mattapan,3.0,1.0,3,59,6,5,0,11,61,15,4,72463.8,36.9,26345,9232,810,5920.0,114710.0,230945.0,0
448000,Mattapan,3.0,1.0,3,59,3,2,0,5,64,14,4,72463.8,36.9,26345,9232,810,5920.0,114710.0,230945.0,0
368000,Mattapan,2.0,1.0,3,59,6,5,5,16,82,19,11,72463.8,36.9,26345,9232,810,5920.0,114710.0,230945.0,0
480000,Mattapan,3.0,1.0,1,59,0,0,1,1,63,13,7,72463.8,36.9,26345,9232,810,5920.0,114710.0,230945.0,0
480000,Mattapan,3.0,1.0,1,59,0,0,1,1,63,13,7,72463.8,36.9,26345,9232,810,5920.0,114710.0,230945.0,0
512000,Mattapan,4.0,1.0,4,59,7,5,0,12,67,15,5,72463.8,36.9,26345,9232,810,5920.0,114710.0,230945.0,0
448000,Mattapan,2.0,1.0,2,59,8,6,6,20,82,20,10,72463.8,36.9,26345,9232,810,5920.0,114710.0,230945.0,0
312000,Mattapan,2.0,2.0,1,59,6,3,3,12,59,16,1,72463.8,36.9,26345,9232,810,5920.0,114710.0,230945.0,0
368000,Mattapan,2.0,1.0,2,59,8,6,6,20,66,13,9,72463.8,36.9,26345,9232,810,5920.0,114710.0,230945.0,0
371200,Mattapan,2.0,1.0,2,59,8,6,6,20,75,20,9,72463.8,36.9,26345,9232,810,5920.0,114710.0,230945.0,0
480000,Mattapan,4.0,2.0,3,54,1,1,0,2,79,18,7,72463.8,36.9,26345,9232,810,5920.0,114710.0,230945.0,0
568000,Mattapan,4.0,2.0,2,54,5,4,4,13,90,19,15,72463.8,36.9,26345,9232,810,5920.0,114710.0,230945.0,0
416000,Mattapan,1.0,1.0,1,54,2,1,1,4,42,12,12,72463.8,36.9,26345,9232,810,5920.0,114710.0,230945.0,0
416000,Mattapan,2.0,1.5,1,59,1,1,0,2,67,10,6,72463.8,36.9,26345,9232,810,5920.0,114710.0,230945.0,0
294000,Mattapan,2.0,1.5,1,59,6,3,3,12,58,15,1,72463.8,36.9,26345,9232,810,5920.0,114710.0,230945.0,0
327200,Roslindale,2.0,1.0,1,66,2,1,0,3,73,19,21,98518.89,37.6,30321,11836,766,7760.0,151100.0,158440.0,0
352000,Roslindale,2.0,1.0,1,66,6,4,4,14,58,17,9,98518.89,37.6,30321,11836,766,7760.0,151100.0,158440.0,0
384000,Roslindale,2.0,1.0,1,66,4,4,4,12,66,17,14,98518.89,37.6,30321,11836,766,7760.0,151100.0,158440.0,0
343200,Roslindale,2.0,1.0,1,66,2,1,0,3,73,19,21,98518.89,37.6,30321,11836,766,7760.0,151100.0,158440.0,0
432000,Roslindale,3.0,2.0,1,66,2,1,0,3,69,19,19,98518.89,37.6,30321,11836,766,7760.0,151100.0,158440.0,0
720000,Roslindale,3.0,2.0,3,66,4,3,3,10,78,17,17,98518.89,37.6,30321,11836,766,7760.0,151100.0,158440.0,1
623200,Roslindale,2.0,2.0,3,66,4,3,3,10,78,17,17,98518.89,37.6,30321,11836,766,7760.0,151100.0,158440.0,0
607200,Roslindale,2.0,2.0,3,66,4,3,3,10,78,17,17,98518.89,37.6,30321,11836,766,7760.0,151100.0,158440.0,0
152000,Roslindale,1.0,1.0,1,66,0,0,0,0,77,17,14,98518.89,37.6,30321,11836,766,7760.0,151100.0,158440.0,0
316000,Roslindale,3.0,1.0,1,66,4,1,0,5,71,19,15,98518.89,37.6,30321,11836,766,7760.0,151100.0,158440.0,0
360000,Roslindale,3.0,1.0,1,66,0,0,0,0,77,17,14,98518.89,37.6,30321,11836,766,7760.0,151100.0,158440.0,0
288000,Roslindale,2.0,1.0,1,66,3,1,0,4,79,18,15,98518.89,37.6,30321,11836,766,7760.0,151100.0,158440.0,0
296000,Roslindale,2.0,1.0,1,66,3,1,0,4,75,17,15,98518.89,37.6,30321,11836,766,7760.0,151100.0,158440.0,0
320000,Roslindale,2.0,1.0,1,66,4,3,3,10,70,17,14,98518.89,37.6,30321,11836,766,7760.0,151100.0,158440.0,0
376000,Roslindale,3.0,1.0,3,66,5,4,4,13,67,17,12,98518.89,37.6,30321,11836,766,7760.0,151100.0,158440.0,0
320000,Roslindale,2.0,1.0,1,66,3,2,2,7,83,20,14,98518.89,37.6,30321,11836,766,7760.0,151100.0,158440.0,0
160000,Roslindale,1.0,1.0,1,66,2,1,0,3,73,19,21,98518.89,37.6,30321,11836,766,7760.0,151100.0,158440.0,0
349600,Roslindale,2.0,1.0,1,66,4,3,3,10,70,17,14,98518.89,37.6,30321,11836,766,7760.0,151100.0,158440.0,0
368000,Roslindale,3.0,1.0,1,66,2,0,0,2,79,15,15,98518.89,37.6,30321,11836,766,7760.0,151100.0,158440.0,0
432000,Roslindale,3.0,1.0,2,66,2,1,0,3,76,19,21,98518.89,37.6,30321,11836,766,7760.0,151100.0,158440.0,0
264000,Roslindale,1.0,1.0,1,66,5,4,4,13,65,17,12,98518.89,37.6,30321,11836,766,7760.0,151100.0,158440.0,0
408000,Roslindale,3.0,1.0,1,66,5,4,4,13,70,17,14,98518.89,37.6,30321,11836,766,7760.0,151100.0,158440.0,0
464000,Roslindale,3.0,1.0,1,66,3,1,1,5,82,18,15,98518.89,37.6,30321,11836,766,7760.0,151100.0,158440.0,0
416000,Roslindale,2.0,1.0,1,66,2,2,2,6,71,18,13,98518.89,37.6,30321,11836,766,7760.0,151100.0,158440.0,0
384000,Roslindale,2.0,2.0,1,66,2,0,0,2,79,16,15,98518.89,37.6,30321,11836,766,7760.0,151100.0,158440.0,0
464000,Roslindale,3.0,1.0,1,66,3,1,1,5,82,18,15,98518.89,37.6,30321,11836,766,7760.0,151100.0,158440.0,0
720000,Roslindale,3.0,2.0,2,66,3,3,3,9,65,18,8,98518.89,37.6,30321,11836,766,7760.0,151100.0,158440.0,1
607200,Roslindale,2.0,2.0,3,66,4,3,3,10,78,17,17,98518.89,37.6,30321,11836,766,7760.0,151100.0,158440.0,0
623200,Roslindale,2.0,2.0,2,66,3,3,3,9,65,18,8,98518.89,37.6,30321,11836,766,7760.0,151100.0,158440.0,0
408000,Roslindale,3.0,2.0,1,66,3,2,2,7,84,19,15,98518.89,37.6,30321,11836,766,7760.0,151100.0,158440.0,0
544000,Roslindale,3.0,2.0,1,66,5,4,4,13,73,17,13,98518.89,37.6,30321,11836,766,7760.0,151100.0,158440.0,0
607200,Roslindale,2.0,2.0,2,66,3,3,3,9,65,18,8,98518.89,37.6,30321,11836,766,7760.0,151100.0,158440.0,0
352000,Roslindale,2.0,1.5,1,66,5,4,4,13,67,18,15,98518.89,37.6,30321,11836,766,7760.0,151100.0,158440.0,0
640000,Roslindale,4.0,4.0,1,66,3,2,2,7,82,19,15,98518.89,37.6,30321,11836,766,7760.0,151100.0,158440.0,0
120000,Roslindale,1.0,1.0,1,66,4,2,2,8,82,19,14,98518.89,37.6,30321,11836,766,7760.0,151100.0,158440.0,0
336000,Roslindale,3.0,1.0,2,66,4,4,4,12,76,18,13,98518.89,37.6,30321,11836,766,7760.0,151100.0,158440.0,0
368000,Roslindale,3.0,1.0,1,66,4,2,0,6,71,19,15,98518.89,37.6,30321,11836,766,7760.0,151100.0,158440.0,0
392000,Roslindale,3.0,1.0,1,66,4,4,4,12,66,17,14,98518.89,37.6,30321,11836,766,7760.0,151100.0,158440.0,0
280000,Roslindale,2.0,1.0,1,66,3,0,0,3,83,18,15,98518.89,37.6,30321,11836,766,7760.0,151100.0,158440.0,0
368000,Roslindale,3.0,1.0,1,66,2,1,0,3,80,16,15,98518.89,37.6,30321,11836,766,7760.0,151100.0,158440.0,0
368000,Roslindale,3.0,1.0,1,66,3,2,2,7,68,18,8,98518.89,37.6,30321,11836,766,7760.0,151100.0,158440.0,0
316000,Roslindale,2.0,1.0,1,66,4,3,3,10,70,17,14,98518.89,37.6,30321,11836,766,7760.0,151100.0,158440.0,0
368000,Roslindale,3.0,1.0,1,66,4,4,4,12,70,19,13,98518.89,37.6,30321,11836,766,7760.0,151100.0,158440.0,0
288000,Roslindale,2.0,1.0,1,66,4,4,4,12,75,18,14,98518.89,37.6,30321,11836,766,7760.0,151100.0,158440.0,0
336000,Roslindale,2.0,1.0,1,66,4,3,3,10,70,17,14,98518.89,37.6,30321,11836,766,7760.0,151100.0,158440.0,0
349600,Roslindale,2.0,1.0,1,66,4,3,3,10,70,17,14,98518.89,37.6,30321,11836,766,7760.0,151100.0,158440.0,0
336000,Roslindale,2.0,1.0,1,66,4,3,3,10,70,17,14,98518.89,37.6,30321,11836,766,7760.0,151100.0,158440.0,0
320000,Roslindale,2.0,1.0,1,66,3,1,1,5,82,19,15,98518.89,37.6,30321,11836,766,7760.0,151100.0,158440.0,0
320000,Roslindale,2.0,1.0,1,66,2,0,0,2,79,15,15,98518.89,37.6,30321,11836,766,7760.0,151100.0,158440.0,0
516000,Roslindale,3.0,1.0,3,66,2,3,3,8,65,20,8,98518.89,37.6,30321,11836,766,7760.0,151100.0,158440.0,0
284000,Roslindale,1.0,1.0,1,66,2,0,0,2,79,15,15,98518.89,37.6,30321,11836,766,7760.0,151100.0,158440.0,0
384000,Roslindale,3.0,2.0,1,66,2,0,0,2,80,16,15,98518.89,37.6,30321,11836,766,7760.0,151100.0,158440.0,0
352000,Roslindale,2.0,1.0,1,66,3,2,2,7,84,19,15,98518.89,37.6,30321,11836,766,7760.0,151100.0,158440.0,0
288000,Roslindale,1.0,1.0,1,66,3,3,3,9,74,18,16,98518.89,37.6,30321,11836,766,7760.0,151100.0,158440.0,0
352000,Roslindale,2.0,1.0,1,66,4,2,2,8,82,19,14,98518.89,37.6,30321,11836,766,7760.0,151100.0,158440.0,0
464000,Roslindale,3.0,1.0,1,66,4,3,3,10,69,17,14,98518.89,37.6,30321,11836,766,7760.0,151100.0,158440.0,0
432000,Roslindale,3.0,1.0,2,66,2,1,0,3,76,19,21,98518.89,37.6,30321,11836,766,7760.0,151100.0,158440.0,0
480000,Roslindale,3.0,1.0,1,66,1,1,0,2,83,21,20,98518.89,37.6,30321,11836,766,7760.0,151100.0,158440.0,0
320000,Roslindale,2.0,1.0,1,66,3,1,0,4,75,17,15,98518.89,37.6,30321,11836,766,7760.0,151100.0,158440.0,0
176000,Roslindale,1.0,2.0,1,66,2,1,0,3,73,20,11,98518.89,37.6,30321,11836,766,7760.0,151100.0,158440.0,0
400000,Roslindale,3.0,1.0,1,66,2,1,0,3,72,19,20,98518.89,37.6,30321,11836,766,7760.0,151100.0,158440.0,0
360000,Roslindale,2.0,1.0,1,66,4,2,2,8,86,19,15,98518.89,37.6,30321,11836,766,7760.0,151100.0,158440.0,0
368000,Roslindale,2.0,1.0,1,66,5,4,4,13,64,17,11,98518.89,37.6,30321,11836,766,7760.0,151100.0,158440.0,0
432000,Roslindale,3.0,2.0,1,66,2,1,0,3,84,18,16,98518.89,37.6,30321,11836,766,7760.0,151100.0,158440.0,0
352000,Roslindale,2.0,1.0,1,66,3,1,0,4,80,16,15,98518.89,37.6,30321,11836,766,7760.0,151100.0,158440.0,0
404000,Roslindale,3.0,1.5,1,66,4,3,3,10,71,18,15,98518.89,37.6,30321,11836,766,7760.0,151100.0,158440.0,0
408000,Roslindale,3.0,1.5,1,66,4,3,3,10,71,18,15,98518.89,37.6,30321,11836,766,7760.0,151100.0,158440.0,0
416000,Roslindale,3.0,2.0,1,66,3,2,2,7,84,19,15,98518.89,37.6,30321,11836,766,7760.0,151100.0,158440.0,0
384000,Roslindale,2.0,1.0,1,66,2,0,0,2,79,17,15,98518.89,37.6,30321,11836,766,7760.0,151100.0,158440.0,0
384000,Roslindale,2.0,1.0,1,66,1,0,0,1,83,15,15,98518.89,37.6,30321,11836,766,7760.0,151100.0,158440.0,0
176000,Roslindale,1.0,1.0,1,66,1,1,0,2,72,19,20,98518.89,37.6,30321,11836,766,7760.0,151100.0,158440.0,0
336000,Roslindale,2.0,1.0,1,66,2,0,0,2,73,16,15,98518.89,37.6,30321,11836,766,7760.0,151100.0,158440.0,0
464000,Roslindale,3.0,2.0,1,66,2,1,0,3,69,19,19,98518.89,37.6,30321,11836,766,7760.0,151100.0,158440.0,0
384000,Roslindale,2.0,1.0,1,66,2,0,0,2,79,16,15,98518.89,37.6,30321,11836,766,7760.0,151100.0,158440.0,0
720000,Roslindale,3.0,2.0,3,66,4,3,3,10,78,17,17,98518.89,37.6,30321,11836,766,7760.0,151100.0,158440.0,1
623200,Roslindale,2.0,2.0,3,66,3,3,3,9,78,17,17,98518.89,37.6,30321,11836,766,7760.0,151100.0,158440.0,0
607200,Roslindale,2.0,2.0,3,66,4,3,3,10,78,17,17,98518.89,37.6,30321,11836,766,7760.0,151100.0,158440.0,0
720000,Roslindale,3.0,2.0,3,66,4,3,3,10,78,17,17,98518.89,37.6,30321,11836,766,7760.0,151100.0,158440.0,1
607200,Roslindale,2.0,2.0,3,66,3,3,3,9,78,17,17,98518.89,37.6,30321,11836,766,7760.0,151100.0,158440.0,0
623200,Roslindale,2.0,2.0,3,66,3,3,3,9,78,17,17,98518.89,37.6,30321,11836,766,7760.0,151100.0,158440.0,0
304000,Roslindale,1.0,1.0,1,66,4,2,2,8,82,19,14,98518.89,37.6,30321,11836,766,7760.0,151100.0,158440.0,0
432000,Roslindale,2.0,2.0,1,66,3,1,0,4,76,19,16,98518.89,37.6,30321,11836,766,7760.0,151100.0,158440.0,0
