Rent,Area,Bed,Bath,Crime_Rate,Car_Commute_Percentage,Elemenatary_School,Middle_School,High_School,Total_School,Restaurant,Grocery,Nightlife
900,"Charlestown, Boston, MA",1.0,1.0,1,56,2,2,2,6,255,50,80
2500,"Charlestown, Charlestown, MA",1.0,1.0,1,56,2,1,0,3,621,81,218
2200,"Charlestown, Boston, MA",1.0,1.0,1,56,2,2,2,6,272,39,91
2995,"Charlestown, Boston, MA",2.0,1.0,1,56,1,1,1,3,342,68,119
3700,"Charlestown, Boston, MA",3.0,2.0,1,56,1,2,2,5,207,34,56
4600,"Charlestown, Charlestown, MA",4.0,2.0,1,56,2,2,2,6,225,46,68
2950,"Charlestown, Boston, MA",2.0,1.0,1,56,2,2,2,6,215,33,76
4600,"Charlestown, Charlestown, MA",4.0,2.0,1,56,2,2,2,6,225,46,68
2275,"Charlestown, Boston, MA",1.0,1.0,1,56,2,2,2,6,323,54,105
2100,"Charlestown, Boston, MA",1.0,1.0,1,56,1,2,2,5,237,37,82
2400,"Charlestown, Boston, MA",1.0,1.0,1,56,2,2,0,4,589,79,206
2400,"Charlestown, Boston, MA",1.0,1.0,1,56,2,2,2,6,479,71,175
5400,"Charlestown, Charlestown, MA",2.0,1.0,1,56,2,2,2,6,418,68,148
2200,"Charlestown, Boston, MA",1.0,1.0,1,56,2,2,2,6,427,68,150
2200,"Charlestown, Boston, MA",1.0,1.0,1,56,1,2,2,5,270,43,91
2400,"Charlestown, Boston, MA",1.0,1.0,1,56,2,2,2,6,497,77,177
3400,"Charlestown, Boston, MA",2.0,1.0,1,56,1,2,2,5,239,37,82
2550,"Charlestown, Charlestown, MA",1.0,1.0,1,56,2,2,2,6,262,37,87
4750,"Charlestown, Charlestown, MA",3.0,2.0,1,56,2,2,2,6,459,69,161
3900,"Charlestown, Boston, MA",3.0,2.0,1,56,2,2,2,6,451,70,162
3900,"Charlestown, Charlestown, MA",3.0,2.0,1,56,2,2,2,6,451,70,162
3900,"Charlestown, Charlestown, MA",3.0,2.0,1,56,2,2,2,6,451,70,162
3150,"Charlestown, Boston, MA",2.0,2.0,1,56,2,2,2,6,245,38,82
4100,"Charlestown, Charlestown, MA",2.0,1.0,1,56,2,3,3,8,541,75,195
2900,"Allston, Boston, MA",4.0,1.0,1,31,4,4,4,12,324,33,83
3000,"Allston, Boston, MA",4.0,1.0,3,31,6,7,7,20,303,39,65
2250,"Allston, Boston, MA",3.0,1.0,1,31,7,7,7,21,330,46,70
2200,"Allston, Boston, MA",3.0,1.0,1,31,5,6,6,17,318,41,67
2600,"Allston, Boston, MA",4.0,1.0,2,31,8,9,9,26,309,41,65
2500,"Allston, Boston, MA",3.0,1.0,3,31,5,6,6,17,306,40,64
2500,"Allston, Boston, MA",3.0,1.0,2,31,5,6,6,17,309,42,66
2300,"Allston, Boston, MA",3.0,1.0,2,31,6,7,7,20,330,37,67
2375,"Allston, Boston, MA",3.0,1.0,1,31,5,6,6,17,318,41,67
2350,"Allston, Boston, MA",3.0,1.0,1,31,4,4,4,12,368,40,88
2399,"Allston, Boston, MA",3.0,1.0,3,31,7,8,8,23,313,34,71
2400,"Allston, Boston, MA",3.0,1.0,1,31,7,9,9,25,306,39,64
2499,"Allston, Boston, MA",3.0,1.0,3,53,7,8,8,23,313,34,71
2450,"Allston, Boston, MA",3.0,1.0,1,31,4,5,5,14,314,37,65
3000,"Allston, Allston, MA",4.0,1.0,1,31,4,5,5,14,326,41,68
3100,"Allston, Boston, MA",4.0,1.0,2,31,6,7,7,20,323,40,68
3050,"Allston, Boston, MA",4.0,1.0,1,31,8,8,8,24,352,41,81
3200,"Allston, Boston, MA",4.0,1.0,2,31,5,6,6,17,309,42,66
3200,"Allston, Boston, MA",4.0,1.0,1,31,8,9,9,26,309,41,64
1900,"Allston, Boston, MA",2.0,1.0,1,31,7,7,7,21,291,37,67
1900,"Allston, Boston, MA",2.0,1.0,1,56,8,9,9,26,313,41,64
1900,"Allston, Boston, MA",2.0,1.0,1,31,6,7,7,20,297,38,64
1900,"Allston, Boston, MA",2.0,1.0,1,31,6,7,7,20,300,38,63
1900,"Allston, Boston, MA",2.0,1.0,1,31,9,11,11,31,287,34,60
1900,"Allston, Allston, MA",2.0,1.0,1,31,4,5,5,14,326,41,68
2600,"Allston, Boston, MA",3.0,1.0,3,31,5,6,6,17,302,39,66
2600,"Allston, Boston, MA",3.0,1.0,1,31,6,7,7,20,311,42,65
2600,"Allston, Boston, MA",3.0,1.0,2,31,5,5,5,15,299,38,63
2600,"Allston, Boston, MA",3.0,1.0,1,31,7,7,7,21,330,46,70
2600,"Allston, Boston, MA",3.0,1.0,2,31,7,9,9,25,314,41,67
3600,"Allston, Boston, MA",4.0,1.0,2,31,5,6,6,17,309,42,66
3500,"Allston, Boston, MA",4.0,1.0,1,31,3,4,4,11,311,39,66
3200,"Allston, Boston, MA",4.0,1.0,1,31,9,11,11,31,291,37,61
2550,"Allston, Allston, MA",3.0,1.0,1,31,4,4,4,12,276,34,61
1950,"Allston, Boston, MA",2.0,1.0,1,31,4,4,4,12,267,31,57
2000,"Allston, Boston, MA",2.0,1.0,1,31,7,7,7,21,352,41,81
3600,"Allston, Boston, MA",4.0,1.0,2,31,7,7,7,21,311,41,67
2800,"Allston, Boston, MA",3.0,1.0,1,31,4,4,4,12,322,37,80
2800,"Allston, Boston, MA",3.0,1.0,1,31,4,4,4,12,316,34,79
2800,"Allston, Boston, MA",3.0,1.0,2,31,7,9,9,25,314,41,67
2750,"Allston, Boston, MA",3.0,1.0,1,31,4,4,4,12,322,37,80
3600,"Allston, Boston, MA",5.0,1.0,1,31,6,7,7,20,323,42,68
3400,"Allston, Boston, MA",5.0,1.0,1,31,6,7,7,20,323,42,68
3400,"Allston, Boston, MA",5.0,1.0,1,31,6,7,7,20,323,42,68
1995,"Allston, Boston, MA",2.0,1.0,2,31,6,7,7,20,301,38,66
3375,"Allston, Boston, MA",4.0,1.0,3,31,5,6,6,17,303,39,65
3300,"Allston, Brighton, MA",4.0,1.0,1,56,8,9,9,26,309,41,64
3375,"Allston, Boston, MA",4.0,1.0,2,31,5,6,6,17,309,42,66
3400,"Allston, Boston, MA",4.0,1.0,1,31,5,6,6,17,329,43,70
3275,"Allston, Boston, MA",4.0,1.0,2,31,7,7,7,21,311,41,67
3400,"Allston, Boston, MA",4.0,1.0,1,31,6,7,7,20,323,42,68
3100,"Allston, Allston, MA",4.0,1.0,3,31,6,7,7,20,303,39,65
2499,"Allston, Allston, MA",3.0,1.0,2,31,7,8,8,23,313,34,71
3300,"Allston, Boston, MA",4.0,1.0,2,31,6,7,7,20,320,38,67
3400,"Allston, Allston, MA",4.0,1.0,1,31,4,4,4,12,310,36,72
2750,"Allston, Boston, MA",3.0,1.0,1,31,6,8,8,22,296,36,62
2800,"Allston, Boston, MA",3.0,1.0,3,31,5,6,6,17,306,40,64
2800,"Allston, Boston, MA",3.0,1.0,2,31,6,7,7,20,327,40,70
2750,"Allston, Boston, MA",3.0,1.0,1,31,5,6,6,17,318,41,67
2700,"Allston, Boston, MA",3.0,1.0,1,31,6,8,8,22,300,36,62
2700,"Allston, Boston, MA",3.0,1.0,3,31,5,6,6,17,306,40,64
2700,"Allston, Boston, MA",3.0,1.0,1,31,6,7,7,20,311,42,65
2750,"Allston, Boston, MA",3.0,1.0,1,31,7,6,6,19,309,40,66
2800,"Allston, Boston, MA",3.0,1.0,3,31,4,5,5,14,302,39,66
2715,"Allston, Boston, MA",3.0,1.0,1,31,5,6,6,17,309,39,65
2800,"Allston, Boston, MA",3.0,1.0,2,31,8,9,9,26,314,41,67
2700,"Allston, Boston, MA",3.0,1.0,1,31,4,4,4,12,316,34,79
2600,"Allston, Brighton, MA",3.0,1.0,2,56,7,9,9,25,308,40,64
2000,"Allston, Boston, MA",2.0,1.0,2,31,6,7,7,20,311,41,66
2650,"Allston, Allston, MA",3.0,1.0,1,31,7,9,9,25,300,36,62
2100,"Allston, Boston, MA",2.0,1.0,1,31,5,5,5,15,342,38,84
3000,"Allston, Boston, MA",4.0,2.0,2,31,8,9,9,26,308,37,68
3000,"Allston, Boston, MA",4.0,2.0,3,31,6,7,7,20,311,37,65
2995,"Allston, Boston, MA",4.0,2.0,4,31,6,7,7,20,303,38,66
3200,"Allston, Allston, MA",4.0,1.0,1,31,9,11,11,31,291,37,61
3200,"Allston, Boston, MA",4.0,2.0,1,31,8,10,10,28,292,36,61
2100,"Allston, Boston, MA",2.0,1.0,1,56,8,9,9,26,313,41,64
2100,"Allston, Boston, MA",2.0,1.0,1,31,3,4,4,11,311,39,66
2095,"Allston, Boston, MA",2.0,1.0,2,31,8,9,9,26,314,41,67
2150,"Allston, Boston, MA",2.0,1.0,1,31,7,9,9,25,306,39,64
2100,"Allston, Boston, MA",2.0,1.0,1,31,7,9,9,25,306,39,64
2100,"Allston, Boston, MA",2.0,1.0,3,31,6,7,7,20,295,39,64
2100,"Allston, Boston, MA",2.0,1.0,2,31,7,8,8,23,327,40,70
2400,"Allston, Boston, MA",3.0,2.0,2,31,5,6,6,17,315,39,68
3200,"Allston, Allston, MA",4.0,2.0,1,31,3,3,3,9,287,32,74
3100,"Allston, Allston, MA",4.0,2.0,1,31,6,6,6,18,306,41,64
3500,"Allston, Boston, MA",4.0,1.5,1,31,4,4,4,12,337,38,82
3825,"Allston, Boston, MA",5.0,2.0,3,53,7,8,8,23,313,34,71
3000,"Allston, Allston, MA",4.0,2.0,1,31,3,3,3,9,288,32,75
1500,"Allston, Boston, MA",1.0,1.0,2,31,6,7,7,20,311,41,66
2200,"Allston, Boston, MA",2.0,1.0,1,31,9,11,11,31,287,34,60
3600,"Allston, Boston, MA",4.0,2.0,2,31,5,5,5,15,299,38,63
3600,"Allston, Boston, MA",4.0,2.0,2,31,8,9,9,26,309,41,65
3600,"Allston, Boston, MA",4.0,2.0,2,31,8,9,9,26,309,41,65
3600,"Allston, Boston, MA",4.0,2.0,3,31,5,6,6,17,303,39,65
3600,"Allston, Boston, MA",4.0,2.0,2,31,8,9,9,26,309,41,65
3600,"Allston, Boston, MA",4.0,2.0,2,31,4,5,5,14,319,41,68
3500,"Allston, Boston, MA",4.0,2.0,1,31,6,7,7,20,339,42,73
3500,"Allston, Boston, MA",4.0,2.0,1,31,6,7,7,20,312,41,65
3500,"Allston, Boston, MA",4.0,2.0,1,31,6,7,7,20,312,41,65
3500,"Allston, Boston, MA",4.0,2.0,1,31,6,7,7,20,312,41,65
3500,"Allston, Boston, MA",4.0,2.0,1,31,6,7,7,20,312,41,65
3500,"Allston, Boston, MA",4.0,2.0,1,31,5,6,6,17,317,42,65
3600,"Allston, Boston, MA",4.0,2.0,1,31,7,7,7,21,330,46,70
3600,"Allston, Boston, MA",4.0,2.0,1,31,4,5,5,14,338,39,72
2150,"Allston, Allston, MA",2.0,1.0,1,31,3,3,3,9,296,32,76
2000,"Allston, Boston, MA",2.0,1.0,1,56,8,9,9,26,313,41,64
2000,"Allston, Boston, MA",2.0,1.0,2,31,7,8,8,23,304,39,66
3300,"Allston, Boston, MA",4.0,1.0,1,31,8,9,9,26,309,41,64
4600,"Allston, Boston, MA",4.0,2.0,2,31,6,7,7,20,330,37,67
4650,"Allston, Boston, MA",4.0,2.0,2,31,8,9,9,26,309,41,65
2200,"Allston, Boston, MA",2.0,1.0,1,31,5,6,6,17,317,42,65
2200,"Allston, Boston, MA",2.0,1.0,1,31,7,9,9,25,303,38,60
2195,"Allston, Boston, MA",2.0,1.0,1,31,7,7,7,21,316,41,68
2200,"Allston, Boston, MA",2.0,1.0,1,56,8,9,9,26,309,41,64
2275,"Allston, Boston, MA",2.0,1.0,2,31,7,9,9,25,314,41,67
2200,"Allston, Boston, MA",2.0,1.0,1,31,5,6,6,17,318,41,67
2200,"Allston, Boston, MA",2.0,1.0,1,31,8,9,9,26,292,37,63
2200,"Allston, Boston, MA",2.0,1.0,1,31,6,7,7,20,312,41,65
2250,"Allston, Boston, MA",2.0,1.0,2,31,7,8,8,23,327,40,70
2200,"Allston, Boston, MA",2.0,1.0,2,31,7,8,8,23,327,40,70
2250,"Allston, Boston, MA",2.0,1.0,2,31,7,9,9,25,314,41,67
2195,"Allston, Boston, MA",2.0,1.0,1,31,7,6,6,19,309,40,66
2225,"Allston, Boston, MA",2.0,1.0,2,31,6,7,7,20,311,41,66
2270,"Allston, Boston, MA",2.0,1.0,2,31,7,8,8,23,327,40,70
2260,"Allston, Boston, MA",2.0,1.0,2,31,7,8,8,23,327,40,70
3600,"Allston, Allston, MA",4.0,2.0,1,31,7,7,7,21,330,46,70
2250,"Allston, Boston, MA",2.0,1.0,1,31,6,7,7,20,312,41,65
1950,"Allston, Boston, MA",1.0,1.0,1,31,4,5,5,14,313,38,64
1600,"Allston, Boston, MA",1.0,1.0,2,31,7,9,9,25,301,38,63
2250,"Allston, Boston, MA",2.0,1.0,3,31,5,6,6,17,303,39,65
3200,"Allston, Allston, MA",4.0,1.5,1,31,6,7,7,20,312,41,65
3300,"Allston, Boston, MA",4.0,2.0,2,31,6,7,7,20,301,38,66
3400,"Allston, Boston, MA",4.0,2.0,1,31,6,8,8,22,303,38,60
3400,"Allston, Allston, MA",4.0,2.0,3,31,6,7,7,20,295,39,64
2600,"Allston, Allston, MA",4.0,1.0,2,31,6,7,7,20,301,38,66
4500,"Allston, Boston, MA",5.0,2.0,1,31,3,3,3,9,302,33,79
4500,"Allston, Boston, MA",5.0,2.0,1,31,7,7,7,21,334,41,81
3250,"Allston, Boston, MA",4.0,2.0,1,31,7,8,8,23,307,35,69
2100,"Allston, Boston, MA",2.0,1.0,2,31,7,8,8,23,327,40,70
2395,"Allston, Boston, MA",2.0,1.0,1,31,8,7,7,22,312,40,65
2375,"Allston, Boston, MA",2.0,1.0,1,31,3,3,3,9,278,32,75
2700,"Allston, Boston, MA",3.0,2.0,3,31,7,8,8,23,304,38,66
2750,"Allston, Boston, MA",3.0,2.0,1,31,7,9,9,25,305,39,64
2725,"Allston, Boston, MA",3.0,2.0,1,31,5,6,6,17,318,41,67
4200,"Allston, Boston, MA",5.0,2.0,1,31,4,4,4,12,299,34,73
4500,"Allston, Boston, MA",5.0,2.0,2,31,7,8,8,23,307,35,69
4500,"Allston, Boston, MA",5.0,2.0,1,31,6,7,7,20,308,41,64
4500,"Allston, Boston, MA",5.0,2.0,1,31,6,7,7,20,308,41,64
4500,"Allston, Boston, MA",5.0,2.0,1,31,5,6,6,17,359,41,77
4300,"Allston, Boston, MA",5.0,2.0,1,31,4,5,5,14,338,39,72
3299,"Allston, Boston, MA",5.0,2.0,3,31,7,8,8,23,313,34,71
2400,"Allston, Boston, MA",2.0,1.0,1,31,6,7,7,20,339,42,73
2375,"Allston, Boston, MA",2.0,1.0,1,31,7,9,9,25,306,39,64
2300,"Allston, Boston, MA",2.0,1.0,2,31,7,8,8,23,314,41,67
2400,"Allston, Boston, MA",2.0,1.0,1,31,6,7,7,20,339,42,73
2375,"Allston, Boston, MA",2.0,1.0,1,31,8,9,9,26,307,40,64
2400,"Allston, Boston, MA",2.0,1.0,1,31,4,5,5,14,318,41,68
2400,"Allston, Boston, MA",2.0,1.0,2,31,7,8,8,23,314,41,67
2395,"Allston, Boston, MA",2.0,1.0,1,31,8,7,7,22,312,40,65
2400,"Allston, Boston, MA",2.0,1.0,2,31,7,8,8,23,314,41,67
2300,"Allston, Boston, MA",2.0,1.0,1,31,8,9,9,26,307,40,64
2400,"Allston, Boston, MA",2.0,1.0,1,31,6,7,7,20,312,41,65
2300,"Allston, Boston, MA",2.0,1.0,2,31,7,8,8,23,327,40,70
2295,"Allston, Boston, MA",2.0,1.0,1,31,8,7,7,22,312,40,65
2395,"Allston, Boston, MA",2.0,1.0,1,31,9,8,8,25,312,40,65
2400,"Allston, Boston, MA",2.0,1.0,2,31,7,7,7,21,311,41,67
2400,"Allston, Boston, MA",2.0,1.0,2,31,7,9,9,25,301,38,63
2350,"Allston, Boston, MA",2.0,1.0,1,31,9,11,11,31,289,36,61
3000,"Allston, Boston, MA",3.0,1.0,1,31,4,4,4,12,322,37,80
2250,"Allston, Allston, MA",2.0,1.0,2,31,8,9,9,26,304,39,66
1700,"Allston, Boston, MA",1.0,1.0,2,31,6,7,7,20,311,41,66
1700,"Allston, Boston, MA",1.0,1.0,2,31,4,5,5,14,319,41,68
1650,"Allston, Boston, MA",1.0,1.0,1,56,8,9,9,26,313,41,64
1700,"Allston, Boston, MA",1.0,1.0,2,31,6,7,7,20,311,41,66
1700,"Allston, Boston, MA",1.0,1.0,2,31,4,5,5,14,319,41,68
1700,"Allston, Boston, MA",1.0,1.0,1,31,7,9,9,25,308,40,66
4200,"Allston, Allston, MA",5.0,2.0,3,31,5,6,6,17,317,39,68
4500,"Allston, Boston, MA",5.0,2.0,3,31,7,8,8,23,302,35,68
3900,"Allston, Boston, MA",5.0,2.0,1,31,7,9,9,25,308,40,66
3500,"Allston, Boston, MA",5.0,1.5,1,31,7,7,7,21,320,36,73
2250,"Allston, Boston, MA",2.0,1.0,2,31,7,8,8,23,327,40,70
2200,"Allston, Boston, MA",2.0,1.0,1,31,8,9,9,26,292,37,63
2900,"Allston, Boston, MA",3.0,1.0,3,31,5,6,6,17,306,40,64
3100,"Allston, Boston, MA",3.0,1.0,2,31,7,9,9,25,314,41,67
2995,"Allston, Boston, MA",3.0,1.0,1,31,8,9,9,26,307,40,64
3000,"Allston, Boston, MA",3.0,1.0,1,31,8,9,9,26,313,41,64
3100,"Allston, Allston, MA",3.0,1.0,1,31,4,5,5,14,326,41,68
2200,"Allston, Allston, MA",2.0,1.0,3,31,5,6,6,17,303,39,65
2200,"Allston, Boston, MA",2.0,1.0,2,31,8,9,9,26,304,39,66
2400,"North End, Boston, MA",2.0,1.0,1,20,2,2,0,4,851,107,299
2850,"North End, Boston, MA",2.0,1.0,1,20,2,2,0,4,863,101,308
2500,"North End, Boston, MA",2.0,1.0,1,25,2,2,0,4,840,103,288
3000,"North End, Boston, MA",3.0,1.0,1,20,3,2,0,5,883,105,320
2100,"North End, Boston, MA",1.0,1.0,1,20,2,2,0,4,851,107,299
2600,"North End, Boston, MA",2.0,1.0,1,25,2,2,0,4,840,103,288
2700,"North End, Boston, MA",2.0,1.0,1,25,2,2,0,4,851,107,299
2750,"North End, Boston, MA",2.0,1.0,1,20,2,2,0,4,863,101,308
2130,"North End, Boston, MA",1.0,1.0,1,20,2,2,0,4,863,101,308
2100,"North End, Boston, MA",1.0,1.0,1,20,2,2,0,4,851,107,299
2200,"North End, Boston, MA",2.0,1.0,1,20,3,2,0,5,885,106,315
2200,"North End, Boston, MA",2.0,1.0,1,20,3,2,0,5,885,106,315
2890,"North End, Boston, MA",2.0,1.0,1,20,2,2,0,4,863,101,308
2900,"North End, Boston, MA",2.0,1.0,1,20,2,2,0,4,851,107,299
2900,"North End, Boston, MA",2.0,1.0,1,20,2,2,0,4,851,107,299
3400,"North End, Boston, MA",3.0,1.0,1,20,3,2,0,5,883,105,320
3300,"North End, Boston, MA",3.0,1.0,1,20,2,2,0,4,834,103,280
3395,"North End, Boston, MA",3.0,1.0,1,25,2,2,0,4,841,100,292
3200,"North End, Boston, MA",2.0,1.0,1,20,2,2,0,4,851,107,299
2840,"North End, Boston, MA",2.0,1.0,1,20,2,2,0,4,863,101,308
3600,"North End, Boston, MA",3.0,1.0,2,20,2,2,0,4,868,100,312
2200,"North End, Boston, MA",1.0,1.0,1,20,2,2,0,4,851,107,299
2200,"North End, Boston, MA",1.0,1.0,1,25,2,2,0,4,851,107,299
5500,"North End, Boston, MA",4.0,1.0,2,25,3,2,0,5,873,108,313
3600,"North End, Boston, MA",3.0,1.0,2,20,2,2,0,4,868,100,312
2400,"North End, Boston, MA",2.0,1.0,1,20,3,2,0,5,885,106,315
2500,"North End, Boston, MA",2.0,1.0,2,20,3,2,0,5,885,105,318
2400,"North End, Boston, MA",2.0,1.0,1,20,3,2,0,5,874,101,313
2350,"North End, Boston, MA",2.0,1.0,1,20,3,2,0,5,874,101,313
2300,"North End, Boston, MA",1.0,1.0,1,25,2,2,0,4,851,107,299
1700,"North End, Boston, MA",1.0,1.0,2,20,2,2,0,4,874,108,314
2300,"North End, Boston, MA",1.0,1.0,1,20,2,2,0,4,863,101,308
2600,"North End, Boston, MA",2.0,1.0,1,20,3,2,0,5,842,100,290
2600,"North End, Boston, MA",2.0,1.0,1,20,2,2,0,4,841,100,292
2600,"North End, Boston, MA",2.0,1.0,1,20,2,2,0,4,841,100,292
1800,"North End, Boston, MA",1.0,1.0,1,20,4,2,0,6,883,105,320
1800,"North End, Boston, MA",1.0,1.0,2,20,3,2,0,5,885,105,318
1800,"North End, Boston, MA",1.0,1.0,2,20,3,2,0,5,885,105,318
2490,"North End, Boston, MA",1.0,1.0,1,20,2,2,0,4,863,101,308
5500,"North End, Boston, MA",4.0,1.0,2,25,3,2,0,5,873,108,313
2770,"North End, Boston, MA",2.0,1.0,1,20,3,2,0,5,885,106,315
2750,"North End, Boston, MA",2.0,1.0,1,20,3,2,0,5,885,106,315
2780,"North End, Boston, MA",2.0,1.0,2,20,2,2,0,4,883,106,316
2800,"North End, Boston, MA",2.0,1.0,1,20,3,2,0,5,885,106,315
2800,"North End, Boston, MA",2.0,1.0,1,20,3,2,0,5,868,101,308
3990,"North End, Boston, MA",3.0,1.0,3,20,4,2,0,6,886,111,320
1900,"North End, Boston, MA",1.0,1.0,1,20,2,2,0,4,841,100,292
1875,"North End, Boston, MA",1.0,1.0,1,20,4,2,0,6,883,105,320
1875,"North End, Boston, MA",1.0,1.0,1,20,4,2,0,6,883,105,320
1925,"North End, Boston, MA",1.0,1.0,1,20,4,2,0,6,883,105,320
3925,"North End, Boston, MA",3.0,1.0,1,20,3,2,0,5,883,105,320
3900,"North End, Boston, MA",3.0,1.0,1,20,2,2,0,4,863,101,308
3900,"North End, Boston, MA",3.0,1.0,1,20,2,2,0,4,873,108,313
2070,"North End, Boston, MA",1.0,1.0,1,20,3,2,0,5,868,101,308
2050,"North End, Boston, MA",1.0,1.0,1,20,3,2,0,5,868,101,308
2000,"North End, Boston, MA",1.0,1.0,2,20,4,2,0,6,885,105,318
2675,"North End, Boston, MA",1.0,1.0,2,20,3,2,0,5,889,104,318
2000,"North End, Boston, MA",1.0,1.0,1,20,3,2,0,5,868,101,308
2050,"North End, Boston, MA",1.0,1.0,1,20,3,2,0,5,868,101,308
2650,"North End, Boston, MA",1.0,1.0,2,20,3,2,0,5,889,104,318
2050,"North End, Boston, MA",1.0,1.0,1,20,3,2,0,5,842,100,290
3750,"North End, Boston, MA",3.0,1.0,3,20,4,2,0,6,887,108,320
3700,"North End, Boston, MA",3.0,1.0,1,20,3,2,0,5,868,101,308
3600,"North End, Boston, MA",3.0,1.0,1,20,2,2,0,4,863,101,308
5240,"North End, Boston, MA",4.0,2.0,3,20,4,2,0,6,886,111,320
5200,"North End, Boston, MA",4.0,2.0,1,20,2,2,0,4,839,102,287
5000,"North End, Boston, MA",4.0,2.0,1,20,3,2,0,5,874,101,313
2600,"North End, Boston, MA",2.0,2.0,1,20,2,2,0,4,841,100,292
3350,"North End, Boston, MA",2.0,1.0,2,25,4,3,3,10,856,110,325
4000,"North End, Boston, MA",3.0,1.0,1,20,2,2,0,4,834,103,280
2875,"North End, Boston, MA",2.0,1.0,1,20,3,2,0,5,868,101,308
2850,"North End, Boston, MA",2.0,1.0,1,20,3,2,0,5,868,101,308
2850,"North End, Boston, MA",2.0,1.0,1,20,2,2,0,4,841,100,292
2850,"North End, Boston, MA",2.0,1.0,3,20,4,2,0,6,886,111,320
3700,"North End, Boston, MA",3.0,1.0,1,20,3,2,0,5,868,101,308
3450,"North End, Boston, MA",2.0,1.0,1,20,2,2,0,4,866,99,309
3350,"North End, Boston, MA",2.0,1.0,1,20,2,2,0,4,866,99,309
4200,"North End, Boston, MA",3.0,2.0,1,20,3,2,0,5,868,101,308
4200,"North End, Boston, MA",3.0,2.0,1,20,3,2,0,5,868,101,308
2100,"North End, Boston, MA",1.0,1.0,2,20,4,2,0,6,885,105,318
2100,"North End, Boston, MA",1.0,1.0,1,20,4,2,0,6,883,105,320
2200,"North End, Boston, MA",1.0,1.0,1,20,2,2,0,4,840,103,288
2200,"North End, Boston, MA",1.0,1.0,1,20,2,2,0,4,840,103,288
2100,"North End, Boston, MA",1.0,1.0,2,20,4,2,0,6,885,105,318
2100,"North End, Boston, MA",1.0,1.0,1,20,3,2,0,5,885,106,315
2200,"North End, Boston, MA",1.0,1.0,1,20,2,2,0,4,841,100,292
2150,"North End, Boston, MA",1.0,1.0,3,20,4,2,0,6,886,111,320
2200,"North End, Boston, MA",1.0,1.0,1,20,4,2,0,6,883,105,320
4545,"North End, Boston, MA",3.0,1.5,3,20,4,2,0,6,887,108,320
4600,"North End, Boston, MA",3.0,1.0,2,20,3,2,0,5,885,106,315
3450,"North End, Boston, MA",2.0,1.0,1,20,2,2,0,4,834,103,280
2950,"North End, Boston, MA",2.0,1.0,1,20,3,2,0,5,868,101,308
3260,"North End, Boston, MA",2.0,1.0,3,20,4,2,0,6,887,108,320
3600,"North End, Boston, MA",2.0,1.0,3,20,4,2,0,6,887,108,320
3615,"North End, Boston, MA",2.0,1.0,3,20,4,2,0,6,887,108,320
2400,"North End, Boston, MA",1.0,1.0,3,20,4,2,0,6,886,111,320
2400,"North End, Boston, MA",1.0,1.0,1,20,4,2,0,6,885,105,318
3050,"North End, Boston, MA",2.0,2.0,1,20,2,2,0,4,840,103,288
2395,"North End, Boston, MA",1.0,1.0,2,20,3,2,0,5,874,108,314
2300,"North End, Boston, MA",1.0,1.0,1,20,4,2,0,6,883,105,320
3350,"North End, Boston, MA",2.0,2.0,3,20,3,2,0,5,886,111,320
2300,"North End, Boston, MA",1.0,1.0,2,20,4,2,0,6,885,105,318
2300,"North End, Boston, MA",1.0,1.0,2,20,4,2,0,6,885,105,318
2300,"North End, Boston, MA",1.0,1.0,3,20,4,2,0,6,886,111,320
2300,"North End, Boston, MA",1.0,1.0,1,20,4,2,0,6,883,105,320
2290,"North End, Boston, MA",1.0,1.0,1,20,3,2,0,5,868,101,308
2300,"North End, Boston, MA",1.0,1.0,2,20,4,2,0,6,885,105,318
3690,"North End, Boston, MA",2.0,1.0,3,20,4,2,0,6,887,108,320
2450,"North End, Boston, MA",1.0,1.0,3,20,4,2,0,6,887,108,320
2500,"North End, Boston, MA",1.0,1.0,2,20,3,2,0,5,883,105,320
2300,"North End, Boston, MA",1.0,1.0,1,20,3,2,0,5,868,101,308
3300,"North End, Boston, MA",2.0,2.0,3,20,3,2,0,5,886,111,320
3050,"North End, Boston, MA",2.0,2.0,2,20,3,2,0,5,885,105,318
2450,"North End, Boston, MA",1.0,1.0,1,20,2,2,0,4,866,99,309
2500,"North End, Boston, MA",1.0,1.0,3,20,4,2,0,6,886,111,320
2450,"North End, Boston, MA",1.0,1.0,3,20,4,2,0,6,886,111,320
2480,"North End, Boston, MA",1.0,1.0,3,20,4,2,0,6,886,111,320
2450,"North End, Boston, MA",1.0,1.0,3,20,4,2,0,6,887,108,320
3400,"North End, Boston, MA",2.0,2.0,3,20,3,2,0,5,886,111,320
2800,"North End, Boston, MA",1.0,1.0,2,21,4,3,3,10,848,100,304
3100,"North End, Boston, MA",2.0,2.0,2,20,3,2,0,5,885,105,318
2750,"North End, Boston, MA",1.0,1.0,1,20,3,2,0,5,883,105,320
2750,"North End, Boston, MA",1.0,1.0,2,20,2,2,0,4,868,100,312
3000,"North End, Boston, MA",1.0,1.0,1,20,3,2,0,5,868,101,308
2450,"North End, Boston, MA",1.0,1.0,3,20,4,2,0,6,886,111,320
2550,"North End, Boston, MA",1.0,1.0,1,20,2,2,0,4,866,99,309
2600,"North End, Boston, MA",1.0,1.0,1,20,2,2,0,4,840,103,288
